year,state,industry,nsva,industry_startups,industry_share,industry_cagr_3y,startup_cagr_3y,economic_strength_score,industry_growth_score,startup_momentum_score,underpenetration_score,industry_presence_score,balanced_opportunity_score,growth_opportunity_score,market entry_opportunity_score,balanced_rank,growth_rank,market entry_rank,opportunity_tier,key_drivers,top_drivers,weakest_dimensions,best_strategy,business_recommendation,ml_growth_probability,ml_high_growth_prediction,ml_growth_category
2025,Maharashtra,Construction,3821420.0,228.0,0.0515603799185888,1.197718640592571,-2.7780397840896476,100.0,21.43,14.29,49.16,28.57,42.69,33.76,53.32,9.0,11.0,3.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Startup Momentum, Industry Growth.",35.04,0.0,Low
2025,Maharashtra,Dating Matrimonial,3821420.0,4.0,0.0009045680687471,10.064241629820891,-2.7780397840896476,100.0,100.0,28.57,91.63,28.57,69.76,73.33,83.2,2.0,1.0,1.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Strong market opportunity. Key strengths: Economic Strength, Industry Growth. Main consideration: Startup Momentum, Industry Presence.",46.16,0.0,Moderate
2025,Maharashtra,Design,3821420.0,31.0,0.0070104025327905,0.0,-2.7780397840896476,100.0,53.85,15.38,62.73,84.62,63.32,53.7,69.59,3.0,8.0,2.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",41.56,0.0,Moderate
2025,Maharashtra,Education,3821420.0,181.0,0.0409317051108095,-7.675510922335027,-2.7780397840896476,100.0,38.46,15.38,49.98,23.08,45.38,39.61,56.53,8.0,9.0,3.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Startup Momentum, Industry Presence.",39.15,0.0,Low
2025,Maharashtra,Enterprise Software,3821420.0,64.0,0.0144730890999547,-5.977942735829133,-2.7780397840896476,100.0,25.0,16.67,55.27,58.33,51.05,39.8,59.08,8.0,9.0,3.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",39.82,0.0,Low
2025,Maharashtra,Events,3821420.0,22.0,0.0049751243781094,30.059144685138705,-2.7780397840896476,100.0,84.62,15.38,66.44,53.85,64.06,62.13,73.78,3.0,6.0,1.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Growth. Potential constraints: Startup Momentum, Industry Presence.",33.25,0.0,Low
2025,Maharashtra,Fashion,3821420.0,96.0,0.0217096336499321,16.96070952851465,-2.7780397840896476,100.0,53.85,15.38,52.1,69.23,58.11,50.04,64.86,4.0,7.0,1.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Underpenetration.",28.19,0.0,Low
2025,Maharashtra,Finance Technology,3821420.0,133.0,0.0300768882858435,-14.661313148206023,-2.7780397840896476,100.0,16.67,16.67,50.97,66.67,50.19,36.86,56.96,7.0,11.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Industry Growth, Startup Momentum.",41.49,0.0,Moderate
2025,Maharashtra,Food & Beverages,3821420.0,324.0,0.073270013568521,3.527100998852428,-2.7780397840896476,100.0,38.46,14.29,48.8,92.86,58.88,46.08,63.05,3.0,8.0,1.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",34.35,0.0,Low
2025,Maharashtra,Green Technology,3821420.0,86.0,0.0194482134780642,-4.260580066027575,-2.7780397840896476,100.0,38.46,15.38,53.14,76.92,56.78,45.63,62.87,5.0,9.0,3.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",37.54,0.0,Low
2025,Maharashtra,Healthcare & Lifesciences,3821420.0,446.0,0.1008593396653098,-2.6887243624386437,-2.7780397840896476,100.0,38.46,14.29,48.53,71.43,54.54,43.88,60.82,5.0,7.0,2.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",37.48,0.0,Low
2025,Maharashtra,House-Hold Services,3821420.0,37.0,0.0083672546359113,3.887332412441835,-2.7780397840896476,100.0,54.55,16.67,60.7,66.67,59.72,52.06,67.45,5.0,6.0,2.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",37.92,0.0,Low
2025,Maharashtra,Human Resources,3821420.0,76.0,0.0171867933061962,-14.826826920641976,-2.7780397840896476,100.0,15.38,15.38,53.73,38.46,44.59,33.82,54.58,8.0,12.0,4.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Startup Momentum.",39.64,0.0,Low
2025,Maharashtra,IT Services,3821420.0,423.0,0.0956580732700135,-1.8958337719055196,-2.7780397840896476,100.0,23.08,15.38,48.62,38.46,45.11,35.49,54.59,7.0,10.0,4.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Startup Momentum, Industry Growth.",36.45,0.0,Low
2025,Maharashtra,Indic Language Startups,3821420.0,11.0,0.0024875621890547,-13.506941493716852,-2.7780397840896476,100.0,36.36,16.67,77.57,50.0,56.12,47.41,67.21,5.0,8.0,4.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Startup Momentum, Industry Growth.",53.94,1.0,Moderate
2025,Maharashtra,Internet of Things,3821420.0,32.0,0.0072365445499773,-6.381475844673945,-2.7780397840896476,100.0,63.64,18.18,62.37,54.55,59.75,54.75,68.71,4.0,6.0,2.0,Moderate Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Growth. Potential constraints: Startup Momentum, Industry Presence.",41.97,0.0,Moderate
2025,Maharashtra,Logistics,3821420.0,52.0,0.0117593848937132,17.566734386037865,-2.7780397840896476,100.0,58.33,15.38,57.21,76.92,61.57,53.4,68.06,3.0,8.0,2.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Underpenetration.",30.76,0.0,Low
2025,Maharashtra,Marketing,3821420.0,64.0,0.0144730890999547,-7.929173755189045,-2.7780397840896476,100.0,38.46,15.38,55.27,76.92,57.21,46.05,63.5,5.0,9.0,2.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",39.3,0.0,Low
2025,Maharashtra,Media & Entertainment,3821420.0,70.0,0.0158299412030755,-5.896397111897144,-2.7780397840896476,100.0,38.46,15.38,54.32,84.62,58.56,46.63,63.99,5.0,9.0,1.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",37.88,0.0,Low
2025,Maharashtra,Nanotechnology,3821420.0,5.0,0.0011307100859339,-17.79293085565099,-2.7780397840896476,100.0,42.86,28.57,89.24,57.14,63.56,55.7,73.91,3.0,4.0,3.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Startup Momentum, Industry Growth.",56.65,1.0,Moderate
2025,Maharashtra,Non- Renewable Energy,3821420.0,23.0,0.0052012663952962,-28.52912558764058,-2.7780397840896476,100.0,83.33,16.67,65.67,83.33,69.8,64.8,76.37,2.0,4.0,2.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Underpenetration",Market Entry,"Strong market opportunity. Key strengths: Economic Strength, Industry Growth. Main consideration: Startup Momentum, Underpenetration.",55.75,1.0,Moderate
2025,Maharashtra,Other Specialty Retailers,3821420.0,59.0,0.0133423790140208,31.409336113182572,-2.7780397840896476,100.0,38.46,15.38,56.17,61.54,54.31,44.7,62.24,6.0,9.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",23.74,0.0,Low
2025,Maharashtra,Passenger Experience,3821420.0,2.0,0.0004522840343735,,-2.7780397840896476,100.0,,50.0,99.46,50.0,,,,,,,Lower Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Presence",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Startup Momentum, Industry Presence.",,,
2025,Maharashtra,Pets & Animals,3821420.0,15.0,0.0033921302578018,-4.086270313974749,-2.7780397840896476,100.0,40.0,15.38,72.91,61.54,57.97,48.58,67.56,5.0,7.0,3.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Startup Momentum, Industry Growth.",49.46,0.0,Moderate
2025,Maharashtra,Professional & Commercial Services,3821420.0,192.0,0.0434192672998643,-6.247734914049841,-2.7780397840896476,100.0,38.46,15.38,49.57,69.23,54.53,44.14,61.02,5.0,9.0,3.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",39.13,0.0,Low
2025,Maharashtra,Real Estate,3821420.0,65.0,0.0146992311171415,9.139288306110592,-2.7780397840896476,100.0,30.77,15.38,54.91,61.54,52.52,41.75,60.32,8.0,11.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",31.54,0.0,Low
2025,Maharashtra,Renewable Energy,3821420.0,155.0,0.0350520126639529,10.14325403429346,-2.7780397840896476,100.0,46.15,15.38,50.34,69.23,56.22,46.99,62.79,6.0,9.0,2.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",32.54,0.0,Low
2025,Maharashtra,Retail,3821420.0,69.0,0.0156037991858887,-9.143970358393016,-2.7780397840896476,100.0,15.38,15.38,54.41,23.08,41.65,32.42,53.25,12.0,13.0,5.0,Lower Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Startup Momentum.",37.63,0.0,Low
2025,Maharashtra,Robotics,3821420.0,21.0,0.0047489823609226,-1.5387062487870915,-2.7780397840896476,100.0,41.67,16.67,67.12,66.67,58.42,48.84,66.8,5.0,8.0,3.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Startup Momentum, Industry Growth.",47.52,0.0,Moderate
2025,Maharashtra,Safety,3821420.0,18.0,0.0040705563093622,0.0,-2.7780397840896476,100.0,45.0,20.0,69.29,70.0,60.86,51.61,68.79,5.0,6.0,2.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",47.39,0.0,Moderate
2025,Maharashtra,Security Solutions,3821420.0,38.0,0.0085933966530981,4.814946962807354,-2.7780397840896476,100.0,61.54,15.38,60.38,46.15,56.69,52.08,66.58,5.0,7.0,1.0,Moderate Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Growth. Potential constraints: Startup Momentum, Industry Presence.",37.13,0.0,Low
2025,Maharashtra,Social Impact,3821420.0,42.0,0.0094979647218453,20.507113208761503,-2.7780397840896476,100.0,61.54,14.29,59.75,57.14,58.54,52.77,67.37,5.0,7.0,2.0,Moderate Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Growth. Potential constraints: Startup Momentum, Industry Presence.",32.7,0.0,Low
2025,Maharashtra,Social Network,3821420.0,15.0,0.0033921302578018,-13.279626234163976,-2.7780397840896476,100.0,54.55,8.33,72.91,66.67,60.49,52.42,70.28,4.0,7.0,2.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Startup Momentum, Industry Growth.",50.05,1.0,Moderate
2025,Maharashtra,Sports,3821420.0,32.0,0.0072365445499773,1.0639096385713032,-2.7780397840896476,100.0,70.0,16.67,62.37,75.0,64.81,58.64,71.88,3.0,4.0,2.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Underpenetration.",39.56,0.0,Low
2025,Maharashtra,Technology Hardware,3821420.0,152.0,0.0343735866123925,-4.769300718637126,-2.7780397840896476,100.0,30.77,15.38,50.43,92.31,57.78,43.93,62.05,5.0,10.0,1.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",40.36,0.0,Moderate
2025,Maharashtra,Telecommunication & Networking,3821420.0,21.0,0.0047489823609226,-19.328567698772815,-2.7780397840896476,100.0,30.77,15.38,67.12,38.46,50.35,41.89,61.67,9.0,9.0,5.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Startup Momentum, Industry Growth.",56.41,1.0,Moderate
2025,Maharashtra,Textiles & Apparel,3821420.0,95.0,0.0214834916327453,12.908478885262076,-2.7780397840896476,100.0,38.46,15.38,52.46,69.23,55.11,44.72,61.89,5.0,9.0,1.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",29.7,0.0,Low
2025,Maharashtra,Toys and Games,3821420.0,26.0,0.0058796924468566,20.123329994304417,-2.7780397840896476,100.0,77.78,16.67,64.5,75.0,66.79,61.79,74.07,3.0,5.0,1.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Underpenetration",Market Entry,"Strong market opportunity. Key strengths: Economic Strength, Industry Growth. Main consideration: Startup Momentum, Underpenetration.",37.0,0.0,Low
2025,Maharashtra,Transportation & Storage,3821420.0,62.0,0.0140208050655811,-8.898412327330064,-2.7780397840896476,100.0,25.0,16.67,55.72,91.67,57.81,43.23,62.55,5.0,10.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",39.42,0.0,Low
2025,Maharashtra,Travel & Tourism,3821420.0,72.0,0.0162822252374491,21.644039911467992,-2.7780397840896476,100.0,84.62,14.29,54.09,50.0,60.6,59.01,69.58,2.0,4.0,1.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Growth. Potential constraints: Startup Momentum, Industry Presence.",26.9,0.0,Low
2025,Maharashtra,Waste Management,3821420.0,57.0,0.0128900949796472,-3.2810806630399703,-2.7780397840896476,100.0,15.38,14.29,56.45,42.86,45.79,34.53,55.72,10.0,12.0,4.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Startup Momentum, Industry Growth.",40.24,0.0,Moderate
2025,Odisha,AI,751750.0,18.0,0.0387096774193548,53.26188647871062,1.0242117102315706,23.08,46.15,38.46,22.84,61.54,38.41,38.8,33.01,11.0,10.0,12.0,Lower Opportunity,"Industry Presence, Industry Growth","Industry Presence, Industry Growth","Underpenetration, Economic Strength",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Presence, Industry Growth; constraints: Underpenetration, Economic Strength.",39.09,0.0,Low
2025,Odisha,AR VR (Augmented + Virtual Reality),751750.0,1.0,0.0021505376344086,-20.62994740159002,1.0242117102315706,10.0,35.0,50.0,58.48,20.0,34.7,39.45,34.54,10.0,9.0,10.0,Lower Opportunity,"Underpenetration, Startup Momentum","Underpenetration, Startup Momentum","Economic Strength, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Startup Momentum; constraints: Economic Strength, Industry Presence.",78.27,1.0,Very High
2025,Odisha,Advertising,751750.0,6.0,0.0129032258064516,81.71205928321396,1.0242117102315706,16.67,100.0,41.67,40.89,100.0,59.84,65.26,51.43,4.0,4.0,9.0,Moderate Opportunity,"Industry Growth, Industry Presence","Industry Growth, Industry Presence","Economic Strength, Underpenetration",Growth,"Moderate market opportunity with strength in Industry Growth, Industry Presence. Potential constraints: Economic Strength, Underpenetration.",52.99,1.0,Moderate
2025,Odisha,Aeronautics Aerospace & Defence,751750.0,8.0,0.0172043010752688,25.99210498948732,1.0242117102315706,16.67,91.67,41.67,35.91,66.67,50.52,58.02,44.94,8.0,4.0,9.0,Moderate Opportunity,"Industry Growth, Industry Presence","Industry Growth, Industry Presence","Economic Strength, Underpenetration",Growth,"Moderate market opportunity with strength in Industry Growth, Industry Presence. Potential constraints: Economic Strength, Underpenetration.",53.77,1.0,Moderate
2025,Odisha,Agriculture,751750.0,38.0,0.0817204301075268,9.4280179274302,1.0242117102315706,28.57,71.43,35.71,13.93,78.57,45.64,47.43,38.46,7.0,8.0,12.0,Moderate Opportunity,"Industry Presence, Industry Growth","Industry Presence, Industry Growth","Underpenetration, Economic Strength",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Presence, Industry Growth; constraints: Underpenetration, Economic Strength.",48.68,0.0,Moderate
2025,Odisha,Animation,751750.0,1.0,0.0021505376344086,,1.0242117102315706,12.5,,50.0,58.48,87.5,,,,,,,Lower Opportunity,"Industry Presence, Underpenetration","Industry Presence, Underpenetration","Economic Strength, Startup Momentum",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Presence, Underpenetration; constraints: Economic Strength, Startup Momentum.",,,
2025,Odisha,Architecture Interior Design,751750.0,4.0,0.0086021505376344,25.99210498948732,1.0242117102315706,16.67,87.5,41.67,45.18,83.33,54.87,60.08,48.55,8.0,4.0,10.0,Moderate Opportunity,"Industry Growth, Industry Presence","Industry Growth, Industry Presence","Economic Strength, Startup Momentum",Growth,"Moderate market opportunity with strength in Industry Growth, Industry Presence. Potential constraints: Economic Strength, Startup Momentum.",61.02,1.0,High
2025,Odisha,Art & Photography,751750.0,3.0,0.0064516129032258,-9.143970358393016,1.0242117102315706,36.36,35.0,45.45,48.53,72.73,47.62,44.23,44.29,8.0,9.0,10.0,Moderate Opportunity,"Industry Presence, Underpenetration","Industry Presence, Underpenetration","Industry Growth, Economic Strength",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Presence, Underpenetration; constraints: Industry Growth, Economic Strength.",69.72,1.0,High
2025,Odisha,Automotive,751750.0,10.0,0.021505376344086,18.56311014966876,1.0242117102315706,16.67,100.0,41.67,32.56,75.0,53.18,61.1,46.44,5.0,4.0,7.0,Moderate Opportunity,"Industry Growth, Industry Presence","Industry Growth, Industry Presence","Economic Strength, Underpenetration",Growth,"Moderate market opportunity with strength in Industry Growth, Industry Presence. Potential constraints: Economic Strength, Underpenetration.",51.05,1.0,Moderate
2025,Odisha,Biotechnology,751750.0,7.0,0.0150537634408602,0.0,1.0242117102315706,23.08,36.36,38.46,38.53,100.0,47.29,42.36,39.6,9.0,9.0,11.0,Moderate Opportunity,"Industry Presence, Underpenetration","Industry Presence, Underpenetration","Economic Strength, Industry Growth",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Presence, Underpenetration; constraints: Economic Strength, Industry Growth.",69.15,1.0,High
2025,Odisha,Chemicals,751750.0,2.0,0.0043010752688172,-34.13662439916505,1.0242117102315706,16.67,8.33,41.67,53.01,33.33,30.6,28.93,30.07,12.0,12.0,12.0,Lower Opportunity,"Underpenetration, Startup Momentum","Underpenetration, Startup Momentum","Industry Growth, Economic Strength",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Startup Momentum; constraints: Industry Growth, Economic Strength.",75.77,1.0,Very High
2025,Odisha,Computer Vision,751750.0,1.0,0.0021505376344086,0.0,1.0242117102315706,18.18,45.0,45.45,58.48,72.73,47.97,47.9,43.82,7.0,8.0,10.0,Moderate Opportunity,"Industry Presence, Underpenetration","Industry Presence, Underpenetration","Economic Strength, Industry Growth",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Presence, Underpenetration; constraints: Economic Strength, Industry Growth.",71.89,1.0,High
2025,Odisha,Construction,751750.0,27.0,0.0580645161290322,-1.2049365987475746,1.0242117102315706,28.57,7.14,35.71,17.64,35.71,24.96,21.38,22.43,14.0,14.0,14.0,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Industry Growth, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Industry Growth, Underpenetration.",71.23,1.0,High
2025,Odisha,Design,751750.0,1.0,0.0021505376344086,-30.663872564936533,1.0242117102315706,23.08,7.69,38.46,58.48,15.38,28.62,27.85,31.39,13.0,13.0,13.0,Lower Opportunity,"Underpenetration, Startup Momentum","Underpenetration, Startup Momentum","Industry Growth, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Startup Momentum; constraints: Industry Growth, Industry Presence.",77.0,1.0,Very High
2025,Odisha,Education,751750.0,21.0,0.0451612903225806,-15.65673346982508,1.0242117102315706,23.08,7.69,38.46,20.67,30.77,24.13,21.83,21.59,13.0,13.0,13.0,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Industry Growth, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Industry Growth, Underpenetration.",70.88,1.0,High
2025,Odisha,Enterprise Software,751750.0,4.0,0.0086021505376344,-7.168223327744416,1.0242117102315706,16.67,16.67,41.67,45.18,8.33,25.7,27.79,26.89,12.0,12.0,12.0,Lower Opportunity,"Underpenetration, Startup Momentum","Underpenetration, Startup Momentum","Industry Presence, Economic Strength",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Startup Momentum; constraints: Industry Presence, Economic Strength.",69.37,1.0,High
2025,Odisha,Events,751750.0,1.0,0.0021505376344086,-20.62994740159002,1.0242117102315706,23.08,7.69,38.46,58.48,7.69,27.08,27.08,30.62,13.0,13.0,13.0,Lower Opportunity,"Underpenetration, Startup Momentum","Underpenetration, Startup Momentum","Industry Growth, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Startup Momentum; constraints: Industry Growth, Industry Presence.",78.27,1.0,Very High
2025,Odisha,Fashion,751750.0,4.0,0.0086021505376344,25.99210498948732,1.0242117102315706,23.08,76.92,38.46,45.18,7.69,38.27,48.65,40.48,12.0,8.0,12.0,Lower Opportunity,"Industry Growth, Underpenetration","Industry Growth, Underpenetration","Industry Presence, Economic Strength",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Growth, Underpenetration; constraints: Industry Presence, Economic Strength.",61.02,1.0,High
2025,Odisha,Finance Technology,751750.0,8.0,0.0172043010752688,-14.941925943401968,1.0242117102315706,16.67,8.33,41.67,35.91,16.67,23.85,23.85,23.27,12.0,12.0,12.0,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Industry Growth, Economic Strength",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Industry Growth, Economic Strength.",69.54,1.0,High
2025,Odisha,Food & Beverages,751750.0,29.0,0.0623655913978494,13.18511959629507,1.0242117102315706,28.57,76.92,35.71,17.01,64.29,44.5,48.54,39.06,9.0,7.0,11.0,Moderate Opportunity,"Industry Growth, Industry Presence","Industry Growth, Industry Presence","Underpenetration, Economic Strength",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Industry Growth, Industry Presence; constraints: Underpenetration, Economic Strength.",55.76,1.0,Moderate
2025,Odisha,Green Technology,751750.0,5.0,0.010752688172043,-10.609646490343238,1.0242117102315706,23.08,15.38,38.46,42.79,23.08,28.56,28.17,28.99,13.0,13.0,13.0,Lower Opportunity,"Underpenetration, Startup Momentum","Underpenetration, Startup Momentum","Industry Growth, Economic Strength",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Startup Momentum; constraints: Industry Growth, Economic Strength.",68.8,1.0,High
